gainQuoteHomeConversionFactor,reason,accountBalance,type,halfSpreadCost,instrument,tradeCloseTransactionID,time,pl,baseFinancingHomeConversionCost,accountID,requestID,guaranteedExecutionFeeHomeConversionCost,guaranteedExecutionFee,fullPrice,positionFinancings,takeProfitOnFill,longPositionCloseout,userID,quotePL,plHomeConversionCost,closedTradeID,positionFill,commission,requestedUnits,lossQuoteHomeConversionFactor,quoteGuaranteedExecutionFee,triggerCondition,baseFinancing,triggerMode,stopLossOnFill,id,tradeOpened,financing,baseHomeConversionCost,units,batchID,homeConversionFactors,price,tradeID,orderID,timeInForce,tradesClosed,fullVWAP,homeConversionCost
,ON_FILL,,TAKE_PROFIT_ORDER,,,,2024-07-29T20:01:00.025382459Z,,,101-004-29576199-001,7.92814E+16,,,,,,,29576199,,,,,,,,,DEFAULT,,,,138,,,,,136,,1.08294,137,,GTC,,,
,ON_FILL,,STOP_LOSS_ORDER,,,,2024-07-29T20:01:00.025382459Z,,,101-004-29576199-001,7.92814E+16,,,,,,,29576199,,,,,,,,,DEFAULT,,TOP_OF_BOOK,,139,,,,,136,,1.08198,137,,GTC,,,
,CLIENT_ORDER,,MARKET_ORDER,,EUR_USD,,2024-07-29T20:16:00.110611122Z,,,101-004-29576199-001,9.72958E+16,,,,,"{'price': '1.08250', 'timeInForce': 'GTC'}",,29576199,,,,DEFAULT,,,,,,,,"{'price': '1.08202', 'timeInForce': 'GTC', 'triggerMode': 'TOP_OF_BOOK'}",140,,,,1000,140,,,,,FOK,,,
0.773611682,MARKET_ORDER,99997.4416,ORDER_FILL,0.0272,EUR_USD,,2024-07-29T20:16:00.110611122Z,0,0,101-004-29576199-001,9.72958E+16,0,0,"{'closeoutBid': '1.08213', 'closeoutAsk': '1.08238', 'timestamp': '2024-07-29T20:15:56.904683551Z', 'bids': [{'price': '1.08222', 'liquidity': '500000'}, {'price': '1.08221', 'liquidity': '2500000'}, {'price': '1.08220', 'liquidity': '2000000'}, {'price': '1.08219', 'liquidity': '5000000'}, {'price': '1.08216', 'liquidity': '10000000'}, {'price': '1.08213', 'liquidity': '10000000'}], 'asks': [{'price': '1.08229', 'liquidity': '500000'}, {'price': '1.08230', 'liquidity': '500000'}, {'price': '1.08231', 'liquidity': '2000000'}, {'price': '1.08232', 'liquidity': '2000000'}, {'price': '1.08233', 'liquidity': '5000000'}, {'price': '1.08235', 'liquidity': '10000000'}, {'price': '1.08238', 'liquidity': '10000000'}]}",,,,29576199,0,0,,,0,1000,0.781386674,0,,0,,,141,"{'price': '1.08229', 'tradeID': '141', 'units': '1000', 'guaranteedExecutionFee': '0.0000', 'quoteGuaranteedExecutionFee': '0', 'halfSpreadCost': '0.0272', 'initialMarginRequired': '28.0487', 'guaranteedExecutionFeeHomeConversionCost': '0.00000000000000'}",0,,1000,140,"{'gainQuoteHome': {'factor': '0.77361168225816'}, 'lossQuoteHome': {'factor': '0.78138667403964'}, 'gainBaseHome': {'factor': '0.83725270'}, 'lossBaseHome': {'factor': '0.84566730'}}",1.08229,,140,,,1.08229,0
,ON_FILL,,TAKE_PROFIT_ORDER,,,,2024-07-29T20:16:00.110611122Z,,,101-004-29576199-001,9.72958E+16,,,,,,,29576199,,,,,,,,,DEFAULT,,,,142,,,,,140,,1.0825,141,,GTC,,,
,ON_FILL,,STOP_LOSS_ORDER,,,,2024-07-29T20:16:00.110611122Z,,,101-004-29576199-001,9.72958E+16,,,,,,,29576199,,,,,,,,,DEFAULT,,TOP_OF_BOOK,,143,,,,,140,,1.08202,141,,GTC,,,
0.773539511,STOP_LOSS_ORDER,99997.1994,ORDER_FILL,0.0233,EUR_USD,,2024-07-29T20:22:27.021433221Z,-0.2422,0,101-004-29576199-001,,0,0,"{'closeoutBid': '1.08207', 'closeoutAsk': '1.08231', 'timestamp': '2024-07-29T20:22:27.021433221Z', 'bids': [{'price': '1.08216', 'liquidity': '500000'}, {'price': '1.08215', 'liquidity': '2500000'}, {'price': '1.08214', 'liquidity': '2000000'}, {'price': '1.08213', 'liquidity': '5000000'}, {'price': '1.08210', 'liquidity': '10000000'}, {'price': '1.08207', 'liquidity': '10000000'}], 'asks': [{'price': '1.08222', 'liquidity': '500000'}, {'price': '1.08223', 'liquidity': '500000'}, {'price': '1.08224', 'liquidity': '2000000'}, {'price': '1.08225', 'liquidity': '2000000'}, {'price': '1.08226', 'liquidity': '5000000'}, {'price': '1.08228', 'liquidity': '10000000'}, {'price': '1.08231', 'liquidity': '10000000'}]}",,,,29576199,-0.31,-0.001187212,,,0,-1000,0.781313778,0,,0,,,144,,0,,-1000,144,"{'gainQuoteHome': {'factor': '0.77353951109766'}, 'lossQuoteHome': {'factor': '0.78131377754086'}, 'gainBaseHome': {'factor': '0.83713330'}, 'lossBaseHome': {'factor': '0.84554670'}}",1.08216,,129,,"[{'tradeID': '127', 'units': '-1000', 'realizedPL': '-0.2422', 'financing': '0.0000', 'baseFinancing': '0.00000000000000', 'price': '1.08216', 'guaranteedExecutionFee': '0.0000', 'quoteGuaranteedExecutionFee': '0', 'halfSpreadCost': '0.0233', 'plHomeConversionCost': '-0.00118721194888', 'baseFinancingHomeConversionCost': '0.00000000000000', 'guaranteedExecutionFeeHomeConversionCost': '0.00000000000000', 'homeConversionCost': '-0.00118721194888'}]",1.08216,-0.001187212
,LINKED_TRADE_CLOSED,,ORDER_CANCEL,,,144,2024-07-29T20:22:27.021433221Z,,,101-004-29576199-001,,,,,,,,29576199,,,127,,,,,,,,,,145,,,,,144,,,,128,,,,
0.773608674,STOP_LOSS_ORDER,99996.8712,ORDER_FILL,0.035,EUR_USD,,2024-07-29T20:27:01.042685520Z,-0.3282,0,101-004-29576199-001,,0,0,"{'closeoutBid': '1.08197', 'closeoutAsk': '1.08224', 'timestamp': '2024-07-29T20:27:01.042685520Z', 'bids': [{'price': '1.08206', 'liquidity': '500000'}, {'price': '1.08205', 'liquidity': '2500000'}, {'price': '1.08204', 'liquidity': '2000000'}, {'price': '1.08203', 'liquidity': '5000000'}, {'price': '1.08200', 'liquidity': '10000000'}, {'price': '1.08197', 'liquidity': '10000000'}], 'asks': [{'price': '1.08215', 'liquidity': '500000'}, {'price': '1.08216', 'liquidity': '500000'}, {'price': '1.08217', 'liquidity': '2000000'}, {'price': '1.08218', 'liquidity': '2000000'}, {'price': '1.08219', 'liquidity': '5000000'}, {'price': '1.08221', 'liquidity': '10000000'}, {'price': '1.08224', 'liquidity': '10000000'}]}",,,,29576199,-0.42,-0.001609892,,,0,-1000,0.781383636,0,,0,,,146,,0,,-1000,146,"{'gainQuoteHome': {'factor': '0.77360867442501'}, 'lossQuoteHome': {'factor': '0.78138363597703'}, 'gainBaseHome': {'factor': '0.83715320'}, 'lossBaseHome': {'factor': '0.84556680'}}",1.08206,,125,,"[{'tradeID': '123', 'units': '-1000', 'realizedPL': '-0.3282', 'financing': '0.0000', 'baseFinancing': '0.00000000000000', 'price': '1.08206', 'guaranteedExecutionFee': '0.0000', 'quoteGuaranteedExecutionFee': '0', 'halfSpreadCost': '0.0350', 'plHomeConversionCost': '-0.00160989181578', 'baseFinancingHomeConversionCost': '0.00000000000000', 'guaranteedExecutionFeeHomeConversionCost': '0.00000000000000', 'homeConversionCost': '-0.00160989181578'}]",1.08206,-0.001609892
,LINKED_TRADE_CLOSED,,ORDER_CANCEL,,,146,2024-07-29T20:27:01.042685520Z,,,101-004-29576199-001,,,,,,,,29576199,,,123,,,,,,,,,,147,,,,,146,,,,124,,,,
,CLIENT_ORDER,,MARKET_ORDER,,EUR_USD,,2024-07-29T20:31:00.060127260Z,,,101-004-29576199-001,6.1267E+16,,,,,"{'price': '1.08247', 'timeInForce': 'GTC'}",,29576199,,,,DEFAULT,,,,,,,,"{'price': '1.08184', 'timeInForce': 'GTC', 'triggerMode': 'TOP_OF_BOOK'}",148,,,,1000,148,,,,,FOK,,,
0.773617696,MARKET_ORDER,99996.8712,ORDER_FILL,0.0272,EUR_USD,,2024-07-29T20:31:00.060127260Z,0,0,101-004-29576199-001,6.1267E+16,0,0,"{'closeoutBid': '1.08201', 'closeoutAsk': '1.08226', 'timestamp': '2024-07-29T20:30:59.827655335Z', 'bids': [{'price': '1.08210', 'liquidity': '500000'}, {'price': '1.08209', 'liquidity': '2500000'}, {'price': '1.08208', 'liquidity': '2000000'}, {'price': '1.08207', 'liquidity': '5000000'}, {'price': '1.08204', 'liquidity': '10000000'}, {'price': '1.08201', 'liquidity': '10000000'}], 'asks': [{'price': '1.08217', 'liquidity': '500000'}, {'price': '1.08218', 'liquidity': '500000'}, {'price': '1.08219', 'liquidity': '2000000'}, {'price': '1.08220', 'liquidity': '2000000'}, {'price': '1.08221', 'liquidity': '5000000'}, {'price': '1.08223', 'liquidity': '10000000'}, {'price': '1.08226', 'liquidity': '10000000'}]}",,,,29576199,0,0,,,0,1000,0.781392749,0,,0,,,149,"{'price': '1.08217', 'tradeID': '149', 'units': '1000', 'guaranteedExecutionFee': '0.0000', 'quoteGuaranteedExecutionFee': '0', 'halfSpreadCost': '0.0272', 'initialMarginRequired': '28.0460', 'guaranteedExecutionFeeHomeConversionCost': '0.00000000000000'}",0,,1000,148,"{'gainQuoteHome': {'factor': '0.77361769628762'}, 'lossQuoteHome': {'factor': '0.78139274851162'}, 'gainBaseHome': {'factor': '0.83717310'}, 'lossBaseHome': {'factor': '0.84558690'}}",1.08217,,148,,,1.08217,0
,ON_FILL,,TAKE_PROFIT_ORDER,,,,2024-07-29T20:31:00.060127260Z,,,101-004-29576199-001,6.1267E+16,,,,,,,29576199,,,,,,,,,DEFAULT,,,,150,,,,,148,,1.08247,149,,GTC,,,
,ON_FILL,,STOP_LOSS_ORDER,,,,2024-07-29T20:31:00.060127260Z,,,101-004-29576199-001,6.1267E+16,,,,,,,29576199,,,,,,,,,DEFAULT,,TOP_OF_BOOK,,151,,,,,148,,1.08184,149,,GTC,,,
0.773707931,STOP_LOSS_ORDER,99996.6602,ORDER_FILL,0.0311,EUR_USD,,2024-07-29T20:33:00.529956754Z,-0.211,0,101-004-29576199-001,,0,0,"{'closeoutBid': '1.08193', 'closeoutAsk': '1.08219', 'timestamp': '2024-07-29T20:33:00.529956754Z', 'bids': [{'price': '1.08202', 'liquidity': '500000'}, {'price': '1.08201', 'liquidity': '2500000'}, {'price': '1.08200', 'liquidity': '2000000'}, {'price': '1.08199', 'liquidity': '5000000'}, {'price': '1.08196', 'liquidity': '10000000'}, {'price': '1.08193', 'liquidity': '10000000'}], 'asks': [{'price': '1.08210', 'liquidity': '500000'}, {'price': '1.08211', 'liquidity': '500000'}, {'price': '1.08212', 'liquidity': '2000000'}, {'price': '1.08213', 'liquidity': '2000000'}, {'price': '1.08214', 'liquidity': '5000000'}, {'price': '1.08216', 'liquidity': '10000000'}, {'price': '1.08219', 'liquidity': '10000000'}]}",,,,29576199,-0.27,-0.001035878,,,0,-1000,0.78148389,0,,0,,,152,,0,,-1000,152,"{'gainQuoteHome': {'factor': '0.77370793058152'}, 'lossQuoteHome': {'factor': '0.78148388968284'}, 'gainBaseHome': {'factor': '0.83723280'}, 'lossBaseHome': {'factor': '0.84564720'}}",1.08202,,143,,"[{'tradeID': '141', 'units': '-1000', 'realizedPL': '-0.2110', 'financing': '0.0000', 'baseFinancing': '0.00000000000000', 'price': '1.08202', 'guaranteedExecutionFee': '0.0000', 'quoteGuaranteedExecutionFee': '0', 'halfSpreadCost': '0.0311', 'plHomeConversionCost': '-0.00103587763732', 'baseFinancingHomeConversionCost': '0.00000000000000', 'guaranteedExecutionFeeHomeConversionCost': '0.00000000000000', 'homeConversionCost': '-0.00103587763732'}]",1.08202,-0.001035878
,LINKED_TRADE_CLOSED,,ORDER_CANCEL,,,152,2024-07-29T20:33:00.529956754Z,,,101-004-29576199-001,,,,,,,,29576199,,,141,,,,,,,,,,153,,,,,152,,,,142,,,,
0.773728989,STOP_LOSS_ORDER,99996.3476,ORDER_FILL,0.0272,EUR_USD,,2024-07-29T20:35:00.063716398Z,-0.3126,0,101-004-29576199-001,,0,0,"{'closeoutBid': '1.08189', 'closeoutAsk': '1.08214', 'timestamp': '2024-07-29T20:35:00.063716398Z', 'bids': [{'price': '1.08198', 'liquidity': '500000'}, {'price': '1.08197', 'liquidity': '2500000'}, {'price': '1.08196', 'liquidity': '2000000'}, {'price': '1.08195', 'liquidity': '5000000'}, {'price': '1.08192', 'liquidity': '10000000'}, {'price': '1.08189', 'liquidity': '10000000'}], 'asks': [{'price': '1.08205', 'liquidity': '500000'}, {'price': '1.08206', 'liquidity': '500000'}, {'price': '1.08207', 'liquidity': '2000000'}, {'price': '1.08208', 'liquidity': '2000000'}, {'price': '1.08209', 'liquidity': '5000000'}, {'price': '1.08211', 'liquidity': '10000000'}, {'price': '1.08214', 'liquidity': '10000000'}]}",,,,29576199,-0.4,-0.001533465,,,0,-1000,0.781505159,0,,0,,,154,,0,,-1000,154,"{'gainQuoteHome': {'factor': '0.77372898868839'}, 'lossQuoteHome': {'factor': '0.78150515942897'}, 'gainBaseHome': {'factor': '0.83721290'}, 'lossBaseHome': {'factor': '0.84562710'}}",1.08198,,139,,"[{'tradeID': '137', 'units': '-1000', 'realizedPL': '-0.3126', 'financing': '0.0000', 'baseFinancing': '0.00000000000000', 'price': '1.08198', 'guaranteedExecutionFee': '0.0000', 'quoteGuaranteedExecutionFee': '0', 'halfSpreadCost': '0.0272', 'plHomeConversionCost': '-0.00153346536892', 'baseFinancingHomeConversionCost': '0.00000000000000', 'guaranteedExecutionFeeHomeConversionCost': '0.00000000000000', 'homeConversionCost': '-0.00153346536892'}]",1.08198,-0.001533465
,LINKED_TRADE_CLOSED,,ORDER_CANCEL,,,154,2024-07-29T20:35:00.063716398Z,,,101-004-29576199-001,,,,,,,,29576199,,,137,,,,,,,,,,155,,,,,154,,,,138,,,,
,CLIENT_ORDER,,MARKET_ORDER,,EUR_USD,,2024-07-29T20:46:00.148558103Z,,,101-004-29576199-001,7.92814E+16,,,,,"{'price': '1.08238', 'timeInForce': 'GTC'}",,29576199,,,,DEFAULT,,,,,,,,"{'price': '1.08187', 'timeInForce': 'GTC', 'triggerMode': 'TOP_OF_BOOK'}",156,,,,1000,156,,,,,FOK,,,
0.773659803,MARKET_ORDER,99996.3476,ORDER_FILL,0.0272,EUR_USD,,2024-07-29T20:46:00.148558103Z,0,0,101-004-29576199-001,7.92814E+16,0,0,"{'closeoutBid': '1.08200', 'closeoutAsk': '1.08225', 'timestamp': '2024-07-29T20:45:56.060010477Z', 'bids': [{'price': '1.08209', 'liquidity': '500000'}, {'price': '1.08208', 'liquidity': '2500000'}, {'price': '1.08207', 'liquidity': '2000000'}, {'price': '1.08206', 'liquidity': '5000000'}, {'price': '1.08203', 'liquidity': '10000000'}, {'price': '1.08200', 'liquidity': '10000000'}], 'asks': [{'price': '1.08216', 'liquidity': '500000'}, {'price': '1.08217', 'liquidity': '500000'}, {'price': '1.08218', 'liquidity': '2000000'}, {'price': '1.08219', 'liquidity': '2000000'}, {'price': '1.08220', 'liquidity': '5000000'}, {'price': '1.08222', 'liquidity': '10000000'}, {'price': '1.08225', 'liquidity': '10000000'}]}",,,,29576199,0,0,,,0,1000,0.781435278,0,,0,,,157,"{'price': '1.08216', 'tradeID': '157', 'units': '1000', 'guaranteedExecutionFee': '0.0000', 'quoteGuaranteedExecutionFee': '0', 'halfSpreadCost': '0.0272', 'initialMarginRequired': '28.0473', 'guaranteedExecutionFeeHomeConversionCost': '0.00000000000000'}",0,,1000,156,"{'gainQuoteHome': {'factor': '0.77365980300542'}, 'lossQuoteHome': {'factor': '0.78143527841250'}, 'gainBaseHome': {'factor': '0.83721290'}, 'lossBaseHome': {'factor': '0.84562710'}}",1.08216,,156,,,1.08216,0
,ON_FILL,,TAKE_PROFIT_ORDER,,,,2024-07-29T20:46:00.148558103Z,,,101-004-29576199-001,7.92814E+16,,,,,,,29576199,,,,,,,,,DEFAULT,,,,158,,,,,156,,1.08238,157,,GTC,,,
,ON_FILL,,STOP_LOSS_ORDER,,,,2024-07-29T20:46:00.148558103Z,,,101-004-29576199-001,7.92814E+16,,,,,,,29576199,,,,,,,,,DEFAULT,,TOP_OF_BOOK,,159,,,,,156,,1.08187,157,,GTC,,,
,,99995.7365,DAILY_FINANCING,,,,2024-07-29T21:00:00.000000000Z,,,101-004-29576199-001,,,,,"[{'instrument': 'EUR_USD', 'financing': '-0.6111', 'baseFinancing': '-0.72246575342466', 'accountFinancingMode': 'DAILY_INSTRUMENT', 'homeConversionFactors': {'gainQuoteHome': None, 'lossQuoteHome': None, 'gainBaseHome': {'factor': '0.83717310'}, 'lossBaseHome': {'factor': '0.84558690'}}, 'openTradeFinancings': [{'tradeID': '35', 'financing': '-0.0679', 'baseFinancing': '-0.08027397260274', 'financingRate': '-0.0293', 'baseHomeConversionCost': '-0.00033128265753', 'homeConversionCost': '-0.00033128265753'}, {'tradeID': '39', 'financing': '-0.0679', 'baseFinancing': '-0.08027397260274', 'financingRate': '-0.0293', 'baseHomeConversionCost': '-0.00033128265753', 'homeConversionCost': '-0.00033128265753'}, {'tradeID': '69', 'financing': '-0.0679', 'baseFinancing': '-0.08027397260274', 'financingRate': '-0.0293', 'baseHomeConversionCost': '-0.00033128265753', 'homeConversionCost': '-0.00033128265753'}, {'tradeID': '75', 'financing': '-0.0679', 'baseFinancing': '-0.08027397260274', 'financingRate': '-0.0293', 'baseHomeConversionCost': '-0.00033128265753', 'homeConversionCost': '-0.00033128265753'}, {'tradeID': '81', 'financing': '-0.0679', 'baseFinancing': '-0.08027397260274', 'financingRate': '-0.0293', 'baseHomeConversionCost': '-0.00033128265753', 'homeConversionCost': '-0.00033128265753'}, {'tradeID': '115', 'financing': '-0.0679', 'baseFinancing': '-0.08027397260274', 'financingRate': '-0.0293', 'baseHomeConversionCost': '-0.00033128265753', 'homeConversionCost': '-0.00033128265753'}, {'tradeID': '119', 'financing': '-0.0679', 'baseFinancing': '-0.08027397260274', 'financingRate': '-0.0293', 'baseHomeConversionCost': '-0.00033128265753', 'homeConversionCost': '-0.00033128265753'}, {'tradeID': '149', 'financing': '-0.0679', 'baseFinancing': '-0.08027397260274', 'financingRate': '-0.0293', 'baseHomeConversionCost': '-0.00033128265753', 'homeConversionCost': '-0.00033128265753'}, {'tradeID': '157', 'financing': '-0.0679', 'baseFinancing': '-0.08027397260274', 'financingRate': '-0.0293', 'baseHomeConversionCost': '-0.00033128265753', 'homeConversionCost': '-0.00033128265753'}], 'baseHomeConversionCost': '-0.00298154391781', 'homeConversionCost': '-0.00298154391781'}]",,,29576199,,,,,,,,,,,,,160,,-0.6111,-0.002981544,,160,,,,,,,,-0.002981544
,CLIENT_ORDER,,MARKET_ORDER,,EUR_USD,,2024-07-29T21:01:00.073860595Z,,,101-004-29576199-001,9.72958E+16,,,,,"{'price': '1.08238', 'timeInForce': 'GTC'}",,29576199,,,,DEFAULT,,,,,,,,"{'price': '1.08187', 'timeInForce': 'GTC', 'triggerMode': 'TOP_OF_BOOK'}",161,,,,1000,161,,,,,FOK,,,
,MARKET_HALTED,,ORDER_CANCEL,,,,2024-07-29T21:01:00.073860595Z,,,101-004-29576199-001,9.72958E+16,,,,,,,29576199,,,,,,,,,,,,,162,,,,,161,,,,161,,,,
,CLIENT_ORDER,,MARKET_ORDER,,EUR_USD,,2024-07-29T21:16:00.078992726Z,,,101-004-29576199-001,7.92814E+16,,,,,"{'price': '1.08297', 'timeInForce': 'GTC'}",,29576199,,,,DEFAULT,,,,,,,,"{'price': '1.08186', 'timeInForce': 'GTC', 'triggerMode': 'TOP_OF_BOOK'}",163,,,,1000,163,,,,,FOK,,,
0.773659832,MARKET_ORDER,99995.7365,ORDER_FILL,0.0505,EUR_USD,,2024-07-29T21:16:00.078992726Z,0,0,101-004-29576199-001,7.92814E+16,0,0,"{'closeoutBid': '1.08220', 'closeoutAsk': '1.08251', 'timestamp': '2024-07-29T21:15:49.869951854Z', 'bids': [{'price': '1.08229', 'liquidity': '500000'}, {'price': '1.08228', 'liquidity': '2500000'}, {'price': '1.08227', 'liquidity': '2000000'}, {'price': '1.08226', 'liquidity': '5000000'}, {'price': '1.08223', 'liquidity': '10000000'}, {'price': '1.08220', 'liquidity': '10000000'}], 'asks': [{'price': '1.08242', 'liquidity': '500000'}, {'price': '1.08243', 'liquidity': '500000'}, {'price': '1.08244', 'liquidity': '2000000'}, {'price': '1.08245', 'liquidity': '2000000'}, {'price': '1.08246', 'liquidity': '5000000'}, {'price': '1.08248', 'liquidity': '10000000'}, {'price': '1.08251', 'liquidity': '10000000'}]}",,,,29576199,0,0,,,0,1000,0.781435308,0,,0,,,164,"{'price': '1.08242', 'tradeID': '164', 'units': '1000', 'guaranteedExecutionFee': '0.0000', 'quoteGuaranteedExecutionFee': '0', 'halfSpreadCost': '0.0505', 'initialMarginRequired': '28.0520', 'guaranteedExecutionFeeHomeConversionCost': '0.00000000000000'}",0,,1000,163,"{'gainQuoteHome': {'factor': '0.77365983247300'}, 'lossQuoteHome': {'factor': '0.78143530817624'}, 'gainBaseHome': {'factor': '0.83735220'}, 'lossBaseHome': {'factor': '0.84576780'}}",1.08242,,163,,,1.08242,0
,ON_FILL,,TAKE_PROFIT_ORDER,,,,2024-07-29T21:16:00.078992726Z,,,101-004-29576199-001,7.92814E+16,,,,,,,29576199,,,,,,,,,DEFAULT,,,,165,,,,,163,,1.08297,164,,GTC,,,
,ON_FILL,,STOP_LOSS_ORDER,,,,2024-07-29T21:16:00.078992726Z,,,101-004-29576199-001,7.92814E+16,,,,,,,29576199,,,,,,,,,DEFAULT,,TOP_OF_BOOK,,166,,,,,163,,1.08186,164,,GTC,,,
,CLIENT_ORDER,,MARKET_ORDER,,EUR_USD,,2024-07-29T21:31:00.130417511Z,,,101-004-29576199-001,6.1267E+16,,,,,"{'price': '1.08246', 'timeInForce': 'GTC'}",,29576199,,,,DEFAULT,,,,,,,,"{'price': '1.08204', 'timeInForce': 'GTC', 'triggerMode': 'TOP_OF_BOOK'}",167,,,,1000,167,,,,,FOK,,,
0.773674847,MARKET_ORDER,99995.7365,ORDER_FILL,0.0467,EUR_USD,,2024-07-29T21:31:00.130417511Z,0,0,101-004-29576199-001,6.1267E+16,0,0,"{'closeoutBid': '1.08215', 'closeoutAsk': '1.08245', 'timestamp': '2024-07-29T21:30:51.815971086Z', 'bids': [{'price': '1.08224', 'liquidity': '500000'}, {'price': '1.08223', 'liquidity': '2500000'}, {'price': '1.08222', 'liquidity': '2000000'}, {'price': '1.08221', 'liquidity': '5000000'}, {'price': '1.08218', 'liquidity': '10000000'}, {'price': '1.08215', 'liquidity': '10000000'}], 'asks': [{'price': '1.08236', 'liquidity': '500000'}, {'price': '1.08237', 'liquidity': '500000'}, {'price': '1.08238', 'liquidity': '2000000'}, {'price': '1.08239', 'liquidity': '2000000'}, {'price': '1.08240', 'liquidity': '5000000'}, {'price': '1.08242', 'liquidity': '10000000'}, {'price': '1.08245', 'liquidity': '10000000'}]}",,,,29576199,0,0,,,0,1000,0.781450473,0,,0,,,168,"{'price': '1.08236', 'tradeID': '168', 'units': '1000', 'guaranteedExecutionFee': '0.0000', 'quoteGuaranteedExecutionFee': '0', 'halfSpreadCost': '0.0467', 'initialMarginRequired': '28.0513', 'guaranteedExecutionFeeHomeConversionCost': '0.00000000000000'}",0,,1000,167,"{'gainQuoteHome': {'factor': '0.77367484675540'}, 'lossQuoteHome': {'factor': '0.78145047335596'}, 'gainBaseHome': {'factor': '0.83733230'}, 'lossBaseHome': {'factor': '0.84574770'}}",1.08236,,167,,,1.08236,0
,ON_FILL,,TAKE_PROFIT_ORDER,,,,2024-07-29T21:31:00.130417511Z,,,101-004-29576199-001,6.1267E+16,,,,,,,29576199,,,,,,,,,DEFAULT,,,,169,,,,,167,,1.08246,168,,GTC,,,
,ON_FILL,,STOP_LOSS_ORDER,,,,2024-07-29T21:31:00.130417511Z,,,101-004-29576199-001,6.1267E+16,,,,,,,29576199,,,,,,,,,DEFAULT,,TOP_OF_BOOK,,170,,,,,167,,1.08204,168,,GTC,,,
,CLIENT_ORDER,,MARKET_ORDER,,EUR_USD,,2024-07-29T21:46:00.150914055Z,,,101-004-29576199-001,7.92814E+16,,,,,"{'price': '1.08232', 'timeInForce': 'GTC'}",,29576199,,,,DEFAULT,,,,,,,,"{'price': '1.08196', 'timeInForce': 'GTC', 'triggerMode': 'TOP_OF_BOOK'}",171,,,,1000,171,,,,,FOK,,,
0.773638752,MARKET_ORDER,99995.7365,ORDER_FILL,0.0661,EUR_USD,,2024-07-29T21:46:00.150914055Z,0,0,101-004-29576199-001,7.92814E+16,0,0,"{'closeoutBid': '1.08204', 'closeoutAsk': '1.08239', 'timestamp': '2024-07-29T21:46:00.076508696Z', 'bids': [{'price': '1.08213', 'liquidity': '500000'}, {'price': '1.08212', 'liquidity': '2500000'}, {'price': '1.08211', 'liquidity': '2000000'}, {'price': '1.08210', 'liquidity': '5000000'}, {'price': '1.08207', 'liquidity': '10000000'}, {'price': '1.08204', 'liquidity': '10000000'}], 'asks': [{'price': '1.08230', 'liquidity': '500000'}, {'price': '1.08231', 'liquidity': '500000'}, {'price': '1.08232', 'liquidity': '2000000'}, {'price': '1.08233', 'liquidity': '2000000'}, {'price': '1.08234', 'liquidity': '5000000'}, {'price': '1.08236', 'liquidity': '10000000'}, {'price': '1.08239', 'liquidity': '10000000'}]}",,,,29576199,0,0,,,0,1000,0.781414016,0,,0,,,172,"{'price': '1.08230', 'tradeID': '172', 'units': '1000', 'guaranteedExecutionFee': '0.0000', 'quoteGuaranteedExecutionFee': '0', 'halfSpreadCost': '0.0661', 'initialMarginRequired': '28.0483', 'guaranteedExecutionFeeHomeConversionCost': '0.00000000000000'}",0,,1000,171,"{'gainQuoteHome': {'factor': '0.77363875242934'}, 'lossQuoteHome': {'factor': '0.78141401627286'}, 'gainBaseHome': {'factor': '0.83724275'}, 'lossBaseHome': {'factor': '0.84565725'}}",1.0823,,171,,,1.0823,0
,ON_FILL,,TAKE_PROFIT_ORDER,,,,2024-07-29T21:46:00.150914055Z,,,101-004-29576199-001,7.92814E+16,,,,,,,29576199,,,,,,,,,DEFAULT,,,,173,,,,,171,,1.08232,172,,GTC,,,
,ON_FILL,,STOP_LOSS_ORDER,,,,2024-07-29T21:46:00.150914055Z,,,101-004-29576199-001,7.92814E+16,,,,,,,29576199,,,,,,,,,DEFAULT,,TOP_OF_BOOK,,174,,,,,171,,1.08196,172,,GTC,,,
,CLIENT_ORDER,,MARKET_ORDER,,EUR_USD,,2024-07-29T22:01:00.138325714Z,,,101-004-29576199-001,9.72958E+16,,,,,"{'price': '1.08255', 'timeInForce': 'GTC'}",,29576199,,,,DEFAULT,,,,,,,,"{'price': '1.08213', 'timeInForce': 'GTC', 'triggerMode': 'TOP_OF_BOOK'}",175,,,,1000,175,,,,,FOK,,,
